luna_sin,luna_cos,ora_sin,ora_cos,temperatura,grad_seninatate,viteza_vant,presiune
0.5,-0.866,-0.7071,0.7071,0.3056,0.49,0.0847,0.0769
0.866,-0.5,0.2588,-0.9659,0.75,0.58,0.661,0.4615
1.0,0.0,0.866,-0.5,0.5833,0.48,0.8475,0.1026
0.5,-0.866,0.5,0.866,0.1944,0.25,1.0,0.3077
0.5,-0.866,-1.0,-0.0,0.6389,0.17,0.0,0.5897
0.866,-0.5,0.866,-0.5,0.3889,0.36,0.9153,0.7692
1.0,0.0,0.5,-0.866,0.75,0.68,0.4237,0.1282
0.866,-0.5,0.2588,0.9659,0.2222,0.44,0.339,0.5385
0.5,-0.866,0.866,0.5,0.2222,0.39,0.3559,0.7179
0.5,-0.866,1.0,0.0,0.3611,0.1,0.2881,0.0513
0.866,-0.5,0.7071,0.7071,0.2222,0.55,0.339,0.5128
0.5,-0.866,-1.0,-0.0,0.6389,0.56,0.9831,0.4103
1.0,0.0,0.7071,-0.7071,0.6111,0.58,0.7966,0.5641
0.866,-0.5,0.0,1.0,0.2778,0.63,0.322,0.2821
0.5,-0.866,0.9659,-0.2588,0.3889,0.19,0.4237,0.4359
0.866,-0.5,1.0,0.0,0.2778,0.23,0.661,0.5641
0.5,-0.866,0.2588,0.9659,0.2222,0.44,0.1864,0.7949
1.0,0.0,0.5,-0.866,0.6944,0.94,0.5085,0.7436
0.5,-0.866,0.0,-1.0,0.7778,0.28,0.3729,0.8205
0.866,-0.5,-0.5,0.866,0.2778,0.6,0.678,0.3846
0.5,-0.866,-0.866,0.5,0.4722,0.92,0.9153,0.6923
0.866,-0.5,-0.7071,0.7071,0.3611,0.55,0.0847,0.6923
0.5,-0.866,0.7071,-0.7071,0.6667,0.36,0.5932,0.2051
0.866,-0.5,0.0,1.0,0.1111,0.55,0.5932,0.0
0.866,-0.5,0.5,0.866,0.1389,0.04,0.0678,0.3333
1.0,0.0,-0.7071,-0.7071,0.8333,0.67,0.1356,0.5128
0.866,-0.5,0.7071,0.7071,0.1667,1.0,0.7797,0.5128
0.866,-0.5,-0.866,0.5,0.4722,0.71,0.4407,0.5897
0.5,-0.866,0.866,-0.5,0.4444,0.7,0.8814,0.7692
0.866,-0.5,-0.866,0.5,0.3889,0.57,0.8475,0.2051
0.866,-0.5,-0.5,0.866,0.3056,0.89,0.9153,0.2308
0.866,-0.5,-0.2588,-0.9659,0.8889,0.75,0.4237,0.8718
0.5,-0.866,0.7071,0.7071,0.1944,0.86,0.5763,0.8974
0.5,-0.866,0.2588,-0.9659,0.8333,0.63,0.1017,0.0513
0.5,-0.866,-0.9659,0.2588,0.6111,0.52,0.9831,0.641
0.866,-0.5,0.7071,0.7071,0.25,0.48,0.2881,0.8462
0.5,-0.866,-0.7071,-0.7071,0.8056,0.92,0.661,0.9487
0.866,-0.5,0.866,0.5,0.2222,0.77,0.5932,0.9744
1.0,0.0,0.9659,-0.2588,0.5,0.79,1.0,0.8205
0.5,-0.866,0.0,1.0,0.2222,0.06,0.4237,0.641
1.0,0.0,-0.2588,-0.9659,0.7778,0.19,0.0169,0.8718
1.0,0.0,0.0,1.0,0.1944,0.53,0.8136,0.641
0.866,-0.5,-1.0,-0.0,0.6389,0.1,0.8814,0.4359
0.866,-0.5,-0.5,-0.866,0.6944,0.0,0.661,0.6923
1.0,0.0,-0.866,-0.5,0.6667,0.4,0.6441,0.3077
0.5,-0.866,0.0,-1.0,0.6944,0.15,0.9153,0.8462
0.5,-0.866,0.5,0.866,0.1944,0.08,0.1525,0.2051
0.866,-0.5,1.0,0.0,0.3056,0.88,0.7288,0.3333
1.0,0.0,0.0,-1.0,0.6667,0.03,0.7458,0.1026
1.0,0.0,-0.2588,0.9659,0.2778,0.88,0.7288,0.4359
0.5,-0.866,-0.5,-0.866,1.0,0.75,0.3051,0.7692
1.0,0.0,1.0,0.0,0.25,0.77,0.5593,0.0513
1.0,0.0,-0.5,-0.866,0.8889,0.74,0.0,1.0
1.0,0.0,1.0,0.0,0.3056,0.21,0.2034,0.4615
1.0,0.0,0.2588,0.9659,0.25,0.62,0.0339,0.7179
1.0,0.0,0.9659,0.2588,0.2778,0.57,0.6441,0.1538
0.5,-0.866,-0.9659,-0.2588,0.6667,0.35,0.339,0.2051
0.5,-0.866,-0.7071,0.7071,0.3056,0.73,0.7119,0.4359
0.866,-0.5,0.866,0.5,0.1944,0.35,0.678,0.4872
1.0,0.0,-0.866,0.5,0.5,0.49,0.322,0.8205
0.866,-0.5,0.2588,-0.9659,0.8056,0.88,0.322,0.3333
1.0,0.0,-0.9659,-0.2588,0.8333,0.98,0.4237,0.0513
0.866,-0.5,-0.9659,0.2588,0.4167,0.18,0.7797,0.5641
1.0,0.0,0.2588,-0.9659,0.6111,0.14,1.0,0.0513
1.0,0.0,-0.2588,0.9659,0.3611,0.13,0.1017,0.0
0.5,-0.866,0.0,-1.0,0.75,0.43,0.5085,0.2821
0.5,-0.866,-0.5,-0.866,0.6944,0.19,0.2034,0.3077
1.0,0.0,0.5,0.866,0.1667,0.18,0.2712,0.641
0.5,-0.866,0.0,1.0,0.1667,0.36,0.8644,0.1538
0.866,-0.5,0.866,-0.5,0.4167,0.14,0.5085,0.9231
0.866,-0.5,0.866,0.5,0.1667,0.54,0.1864,0.7179
0.866,-0.5,0.7071,-0.7071,0.6111,0.38,0.4915,0.5897
0.866,-0.5,0.7071,0.7071,0.2222,0.77,0.4576,0.0513
1.0,0.0,-1.0,-0.0,0.6667,0.62,0.0,0.2051
0.5,-0.866,0.2588,-0.9659,0.6944,0.31,0.5763,1.0
0.866,-0.5,-0.2588,-0.9659,0.9444,0.87,0.0678,0.3846
0.866,-0.5,0.0,1.0,0.1944,0.12,0.3051,0.9744
0.5,-0.866,0.866,0.5,0.1944,0.7,0.8475,0.8974
1.0,0.0,0.5,0.866,0.1111,0.15,0.8136,0.3333
1.0,0.0,-0.5,-0.866,0.9167,0.92,0.5763,0.8974
1.0,0.0,-0.866,-0.5,0.7778,0.48,0.6441,0.1282
0.5,-0.866,-0.7071,-0.7071,0.7778,0.98,0.8983,0.7692
0.5,-0.866,0.5,0.866,0.1667,0.11,0.5085,0.0769
1.0,0.0,0.866,-0.5,0.4722,0.72,0.7627,0.6667
0.5,-0.866,-1.0,-0.0,0.5278,0.19,0.9661,0.2308
0.5,-0.866,0.0,-1.0,0.7778,0.82,0.6102,0.6667
0.5,-0.866,0.2588,-0.9659,0.8056,0.89,0.2373,0.5128
0.5,-0.866,-0.866,-0.5,0.7778,0.65,0.6271,0.0513
0.866,-0.5,-0.9659,0.2588,0.5833,0.78,0.7288,1.0
0.866,-0.5,0.0,1.0,0.2222,0.19,0.0678,0.0513
1.0,0.0,-0.866,0.5,0.4444,1.0,0.8814,0.0
0.5,-0.866,-0.7071,-0.7071,0.8333,0.75,0.5254,0.359
1.0,0.0,0.2588,0.9659,0.1667,0.53,0.0169,0.4359
0.866,-0.5,0.7071,-0.7071,0.6667,0.51,0.1017,0.2308
1.0,0.0,-0.7071,0.7071,0.5,0.84,0.4746,0.1538
0.866,-0.5,1.0,0.0,0.3611,0.04,0.322,0.8718
1.0,0.0,0.9659,0.2588,0.3333,0.24,0.4746,0.8462
0.5,-0.866,0.7071,-0.7071,0.6111,0.76,0.1017,0.4615
1.0,0.0,-0.7071,-0.7071,0.6389,0.47,0.8305,0.2308
0.866,-0.5,0.5,0.866,0.25,0.16,0.0339,0.3846
1.0,0.0,0.2588,-0.9659,0.8056,0.82,0.0847,0.1795
1.0,0.0,0.9659,0.2588,0.25,0.41,0.0339,0.7692
0.866,-0.5,0.5,-0.866,0.6944,0.64,0.2034,0.4359
0.5,-0.866,0.2588,-0.9659,0.6389,0.2,0.7966,0.3846
0.866,-0.5,-0.7071,0.7071,0.3333,0.69,0.7458,0.4615
1.0,0.0,-0.9659,0.2588,0.7222,0.95,0.5932,0.0769
0.5,-0.866,-0.866,0.5,0.5556,0.08,0.1356,0.3333
0.5,-0.866,0.5,-0.866,0.6667,0.52,0.0847,0.0256
0.866,-0.5,-0.9659,0.2588,0.5556,0.7,0.2881,0.3077
1.0,0.0,-0.5,-0.866,0.6944,0.0,0.661,0.4359
1.0,0.0,1.0,0.0,0.2222,0.16,0.3729,0.2564
1.0,0.0,1.0,0.0,0.3611,0.37,0.0169,0.7949
1.0,0.0,-0.5,0.866,0.3333,0.52,0.0508,0.4615
0.866,-0.5,-0.9659,-0.2588,0.75,0.9,0.2203,0.9744
1.0,0.0,0.866,-0.5,0.4167,0.35,0.6949,0.4872
0.866,-0.5,1.0,0.0,0.3333,0.06,0.7119,0.1026
0.866,-0.5,0.9659,0.2588,0.25,0.73,0.2203,0.4615
1.0,0.0,-0.866,0.5,0.4444,0.61,0.9153,0.5385
1.0,0.0,-0.7071,0.7071,0.3611,0.04,1.0,0.8974
0.5,-0.866,0.7071,-0.7071,0.4722,0.13,0.7288,0.2308
1.0,0.0,0.2588,0.9659,0.2222,0.35,0.6271,0.7179
0.866,-0.5,-0.9659,0.2588,0.4722,0.34,0.1186,0.7179
0.5,-0.866,0.7071,0.7071,0.25,0.07,0.661,0.3846
1.0,0.0,0.5,0.866,0.1389,0.29,0.5254,0.2308
0.5,-0.866,-1.0,-0.0,0.8056,0.73,0.1017,0.8462
1.0,0.0,0.866,-0.5,0.5556,0.93,0.8305,0.3077
1.0,0.0,1.0,0.0,0.3056,0.82,0.5932,0.2821
1.0,0.0,1.0,0.0,0.3611,0.85,0.5424,0.0769
0.5,-0.866,-0.9659,-0.2588,0.7222,0.73,0.9831,0.2051
1.0,0.0,0.866,-0.5,0.5278,0.69,0.3559,0.2564
0.866,-0.5,0.866,-0.5,0.4444,0.35,0.0847,0.2308
0.5,-0.866,-1.0,-0.0,0.5556,0.46,0.7458,0.7949
1.0,0.0,0.7071,-0.7071,0.6667,0.75,0.4915,0.4103
0.5,-0.866,-0.7071,-0.7071,0.6944,0.26,0.6441,0.6154
0.866,-0.5,0.7071,-0.7071,0.6111,0.48,0.8814,0.8718
1.0,0.0,0.7071,0.7071,0.0833,0.79,0.2712,0.5385
0.5,-0.866,-0.2588,-0.9659,0.8333,0.57,0.2203,0.7436
0.866,-0.5,0.7071,0.7071,0.2222,0.83,0.1695,0.0256
1.0,0.0,-0.9659,0.2588,0.6111,0.73,0.5763,0.1282
1.0,0.0,0.2588,-0.9659,0.7778,0.9,0.3559,0.6923
0.5,-0.866,0.2588,-0.9659,0.75,0.78,0.7966,0.2564
0.5,-0.866,-0.2588,-0.9659,0.8333,0.98,0.2034,0.6923
1.0,0.0,-0.9659,-0.2588,0.8611,0.39,0.2542,0.1282
1.0,0.0,-0.9659,-0.2588,0.7222,0.19,0.8814,0.1538
1.0,0.0,-0.2588,-0.9659,0.7222,0.38,0.8644,0.6667
0.5,-0.866,0.5,-0.866,0.6667,0.57,0.6441,0.9231
0.5,-0.866,-0.866,0.5,0.5278,0.18,0.0169,0.0769
0.5,-0.866,-0.866,0.5,0.5,0.74,0.0508,0.2564
0.866,-0.5,-0.866,-0.5,0.7222,0.39,0.661,0.0769
0.5,-0.866,-0.7071,-0.7071,0.8056,0.26,0.8305,0.6667
0.866,-0.5,0.9659,0.2588,0.2778,0.48,0.0847,0.2051
0.5,-0.866,0.7071,0.7071,0.2222,0.93,0.3729,0.0513
1.0,0.0,0.7071,0.7071,0.0833,0.66,0.661,0.6667
0.866,-0.5,0.7071,-0.7071,0.5556,0.96,0.0,0.5128
0.5,-0.866,-0.5,-0.866,0.8056,0.39,0.4237,0.8974
0.866,-0.5,0.0,-1.0,0.7778,0.76,0.1864,0.5385
0.866,-0.5,0.866,0.5,0.3333,0.98,0.2203,0.7692
0.5,-0.866,-0.9659,-0.2588,0.6389,0.34,0.661,0.641
1.0,0.0,0.7071,0.7071,0.2778,0.31,0.7627,0.6923
0.5,-0.866,-0.2588,-0.9659,0.6944,0.21,0.2373,0.641
0.866,-0.5,0.2588,-0.9659,0.6111,0.87,0.678,0.6154
0.5,-0.866,-0.866,0.5,0.5278,0.42,0.7458,0.2564
0.866,-0.5,0.7071,0.7071,0.1944,0.95,0.5593,0.0769
0.5,-0.866,-0.9659,0.2588,0.5278,0.16,0.6102,0.3333
0.5,-0.866,0.2588,-0.9659,0.6667,0.85,0.8814,0.2564
0.866,-0.5,-0.9659,-0.2588,0.8056,0.6,0.1695,0.359
1.0,0.0,-0.7071,-0.7071,0.7778,0.22,0.3898,0.7436
0.866,-0.5,-0.7071,-0.7071,0.75,0.54,0.8475,0.0769
0.5,-0.866,0.0,1.0,0.2222,0.03,0.7627,0.7436
0.866,-0.5,0.0,-1.0,0.7222,0.74,0.7797,0.8718
0.866,-0.5,-0.2588,-0.9659,0.9167,0.8,0.3898,0.7436
0.866,-0.5,-0.9659,-0.2588,0.75,0.11,0.3051,0.8974
1.0,0.0,-0.7071,0.7071,0.25,0.83,0.7288,0.8718
0.5,-0.866,0.9659,-0.2588,0.3889,0.03,0.661,0.4103
0.5,-0.866,0.866,0.5,0.1944,0.1,0.339,0.5128
1.0,0.0,1.0,0.0,0.3611,0.38,0.5593,0.1282
0.5,-0.866,-0.2588,0.9659,0.25,0.94,0.7627,0.9487
0.5,-0.866,0.9659,0.2588,0.25,0.46,0.661,0.0513
1.0,0.0,0.0,-1.0,0.7778,0.78,0.9322,0.5641
0.866,-0.5,0.866,0.5,0.25,0.94,0.4407,0.1026
0.5,-0.866,-0.866,0.5,0.3611,0.18,0.8644,0.359
1.0,0.0,0.866,0.5,0.2222,0.66,0.7288,0.4615
0.5,-0.866,-0.9659,0.2588,0.5556,0.76,0.4576,0.7692
1.0,0.0,0.7071,-0.7071,0.5556,0.67,0.5424,0.8205
0.5,-0.866,0.0,-1.0,0.7778,0.36,0.5424,0.1026
1.0,0.0,1.0,0.0,0.3056,0.85,0.7119,0.9231
1.0,0.0,1.0,0.0,0.25,0.95,0.1864,0.1538
1.0,0.0,0.5,-0.866,0.75,1.0,0.8136,0.0256
0.866,-0.5,0.0,-1.0,0.7778,0.85,0.1864,0.2564
0.866,-0.5,-0.9659,-0.2588,0.7778,0.97,0.5763,0.6667
0.5,-0.866,0.7071,-0.7071,0.5833,0.17,0.8136,0.3077
0.5,-0.866,0.866,-0.5,0.5556,1.0,0.9153,0.1538
0.5,-0.866,0.7071,-0.7071,0.6389,0.5,0.8983,0.1795
0.866,-0.5,-0.2588,-0.9659,0.75,0.22,0.2881,0.0769
1.0,0.0,0.866,-0.5,0.5278,0.81,1.0,0.1795
1.0,0.0,0.866,0.5,0.2222,0.65,0.2542,0.1282
0.5,-0.866,0.9659,0.2588,0.1944,0.11,0.9322,0.4103
1.0,0.0,-0.866,-0.5,0.6667,0.39,0.5254,0.3333
1.0,0.0,-0.9659,0.2588,0.6944,0.61,0.7288,0.0513
0.866,-0.5,-0.5,0.866,0.3889,0.82,0.4576,0.5128
0.5,-0.866,-0.866,-0.5,0.8056,0.43,0.0169,0.2564
0.866,-0.5,0.2588,-0.9659,0.8889,0.63,0.2034,0.8462
0.5,-0.866,0.866,-0.5,0.4722,0.68,0.8475,0.1282
1.0,0.0,-0.7071,0.7071,0.3889,0.09,0.8136,0.8718
0.5,-0.866,-0.5,0.866,0.3056,0.79,0.0339,0.6667
0.866,-0.5,-0.866,-0.5,0.6667,0.07,0.8136,0.5897
0.5,-0.866,0.9659,0.2588,0.3611,0.38,0.0169,0.5385
1.0,0.0,-0.7071,-0.7071,0.75,0.48,0.9661,0.5385
1.0,0.0,0.9659,-0.2588,0.4444,0.66,0.8475,0.6923
0.866,-0.5,0.2588,-0.9659,0.6389,0.08,0.4915,0.3846
1.0,0.0,-0.2588,0.9659,0.1667,0.78,0.9661,0.8462
0.866,-0.5,-1.0,-0.0,0.7778,0.49,0.1186,0.2564
0.5,-0.866,-0.5,0.866,0.3056,0.98,0.2203,0.3846
1.0,0.0,0.0,-1.0,0.7778,0.96,0.5424,0.4872
0.866,-0.5,-1.0,-0.0,0.5833,0.42,0.9322,0.641
0.866,-0.5,0.7071,0.7071,0.1111,0.12,0.8983,0.641
1.0,0.0,0.7071,0.7071,0.1667,0.81,0.3051,0.7179
0.5,-0.866,1.0,0.0,0.3333,0.47,0.3051,0.9744
1.0,0.0,-0.7071,0.7071,0.3333,0.05,0.5763,0.6154
1.0,0.0,0.9659,-0.2588,0.3889,0.27,0.1356,0.4872
0.5,-0.866,0.0,1.0,0.2222,0.1,0.3898,0.2051
0.5,-0.866,-0.9659,-0.2588,0.8056,0.71,0.4746,0.4872
0.5,-0.866,0.9659,-0.2588,0.3611,0.14,0.8305,0.8718
1.0,0.0,0.7071,0.7071,0.1389,0.04,0.4068,0.8205
0.866,-0.5,0.0,1.0,0.2222,0.89,0.2542,0.7179
1.0,0.0,0.5,-0.866,0.6667,0.68,0.2203,0.7949
0.866,-0.5,-0.7071,-0.7071,0.6944,0.52,0.9661,0.8205
0.5,-0.866,-0.5,0.866,0.2778,0.15,0.9661,0.9744
1.0,0.0,-0.7071,-0.7071,0.75,0.4,0.4576,0.641
1.0,0.0,1.0,0.0,0.2778,0.77,0.2881,0.1538
0.866,-0.5,0.9659,-0.2588,0.3889,0.05,0.7797,0.5897
1.0,0.0,-0.5,-0.866,0.75,0.27,0.4746,0.1282
1.0,0.0,-0.9659,0.2588,0.4722,0.07,0.8305,0.5385
1.0,0.0,0.5,0.866,0.2222,0.01,0.2373,0.7949
0.5,-0.866,0.866,0.5,0.25,0.5,0.2373,0.1538
1.0,0.0,0.5,-0.866,0.6389,0.35,0.661,0.3846
1.0,0.0,0.5,0.866,0.3056,0.31,0.0169,0.2821
0.5,-0.866,0.866,-0.5,0.4722,0.74,0.6949,0.0513
1.0,0.0,0.7071,0.7071,0.1667,0.82,0.9661,0.2821
0.5,-0.866,-0.5,-0.866,0.75,0.27,0.4915,0.1282
0.5,-0.866,-0.7071,0.7071,0.3889,0.94,0.8983,0.3077
0.866,-0.5,0.9659,0.2588,0.1944,1.0,0.9831,0.4872
0.5,-0.866,0.0,1.0,0.2222,0.83,0.8136,0.4872
0.866,-0.5,1.0,0.0,0.25,0.6,0.7119,0.0769
0.866,-0.5,0.9659,-0.2588,0.4167,0.79,0.2373,0.6667
0.866,-0.5,0.9659,0.2588,0.2778,0.88,0.4915,0.641
0.5,-0.866,1.0,0.0,0.25,0.89,0.5254,0.5641
0.5,-0.866,0.5,-0.866,0.5,0.03,0.4746,0.7179
0.5,-0.866,-0.7071,-0.7071,0.9167,0.94,0.2373,0.3846
1.0,0.0,-0.866,0.5,0.3611,0.44,0.8814,0.7692
0.5,-0.866,-0.2588,-0.9659,0.7222,0.83,0.5763,0.8974
0.5,-0.866,-0.7071,0.7071,0.3611,0.77,0.8983,0.5385
0.5,-0.866,-1.0,-0.0,0.6944,0.77,0.4237,0.3077
0.5,-0.866,0.2588,0.9659,0.25,0.13,0.322,0.2564
0.5,-0.866,-0.2588,-0.9659,0.8056,0.26,0.3729,0.3077
0.866,-0.5,0.9659,-0.2588,0.4722,0.53,0.339,0.0
0.866,-0.5,0.0,1.0,0.25,0.14,0.4068,0.0256
0.5,-0.866,-0.866,0.5,0.3611,0.35,1.0,0.0513
0.866,-0.5,0.866,0.5,0.2222,0.31,0.2542,0.4359
0.5,-0.866,-0.5,0.866,0.25,0.59,0.661,0.4359
0.866,-0.5,0.7071,-0.7071,0.5556,0.26,0.8136,0.2821
0.866,-0.5,0.2588,-0.9659,0.6667,0.34,0.9661,0.4103
1.0,0.0,0.9659,0.2588,0.1944,0.03,0.9322,0.2564
0.866,-0.5,0.2588,0.9659,0.2222,0.36,0.8814,0.1282
0.5,-0.866,0.2588,-0.9659,0.7222,0.72,0.9153,0.6154
0.866,-0.5,-0.7071,0.7071,0.2778,0.39,0.5254,0.6154
0.866,-0.5,0.0,-1.0,0.8333,0.52,0.3898,0.6667
1.0,0.0,0.9659,-0.2588,0.4444,0.63,0.5254,0.3846
0.5,-0.866,0.0,1.0,0.1944,0.98,0.7458,0.1026
0.5,-0.866,-0.866,-0.5,0.7778,0.88,0.9661,0.0
0.866,-0.5,0.7071,-0.7071,0.5833,0.8,0.9492,0.7949
0.5,-0.866,0.2588,-0.9659,0.5278,0.0,0.8475,0.0769
0.5,-0.866,-0.5,0.866,0.3611,0.17,0.1186,0.4103
0.866,-0.5,-0.866,0.5,0.3333,0.41,0.7458,0.4615
1.0,0.0,-0.866,-0.5,0.7222,0.37,0.7966,0.0256
0.866,-0.5,0.9659,-0.2588,0.3056,0.02,0.8983,0.5641
1.0,0.0,1.0,0.0,0.3333,0.09,0.1017,0.5641
0.866,-0.5,-0.5,-0.866,0.8611,0.28,0.4746,0.5128
0.5,-0.866,0.7071,-0.7071,0.5556,0.24,0.1356,1.0
0.5,-0.866,-0.866,0.5,0.4722,0.52,0.4237,0.6923
0.866,-0.5,-0.866,-0.5,0.6667,0.2,0.6271,0.7692
0.5,-0.866,-0.2588,-0.9659,0.6389,0.15,0.1525,1.0
1.0,0.0,0.9659,-0.2588,0.3889,0.08,0.8644,0.6667
1.0,0.0,-0.5,-0.866,0.8056,0.59,0.9322,0.2564
1.0,0.0,0.866,-0.5,0.5,0.39,0.8983,0.7436
0.5,-0.866,-0.5,0.866,0.3056,0.69,0.3559,0.3077
1.0,0.0,0.866,0.5,0.1389,0.83,0.0678,0.6923
0.866,-0.5,0.0,1.0,0.2778,0.04,0.2203,0.7436
0.866,-0.5,-0.5,0.866,0.2778,0.21,0.9661,0.8462
0.866,-0.5,0.9659,-0.2588,0.3611,0.52,0.9322,0.2564
1.0,0.0,-0.7071,0.7071,0.4444,0.65,0.6441,0.8205
0.866,-0.5,-0.866,0.5,0.4167,0.12,0.6441,0.1282
1.0,0.0,0.5,0.866,0.1944,0.3,0.4746,0.8462
1.0,0.0,0.0,1.0,0.1667,0.92,0.8814,0.2821
0.5,-0.866,-0.7071,0.7071,0.3611,0.62,0.5593,0.1538
1.0,0.0,0.7071,0.7071,0.2222,0.27,0.2542,0.641
0.866,-0.5,0.5,-0.866,0.6944,0.48,0.322,0.5128
1.0,0.0,0.2588,0.9659,0.2222,0.31,0.8136,1.0
1.0,0.0,-0.866,-0.5,0.6111,0.02,0.5763,0.5641
0.5,-0.866,0.866,-0.5,0.5,0.83,0.7119,0.1538
1.0,0.0,0.9659,-0.2588,0.4722,0.85,0.4746,0.0769
1.0,0.0,0.9659,-0.2588,0.5278,0.73,0.6102,0.2308
1.0,0.0,0.866,0.5,0.1667,0.47,0.9831,0.3333
0.866,-0.5,-0.866,0.5,0.5,0.05,0.1864,1.0
0.866,-0.5,0.2588,0.9659,0.1944,0.63,0.0847,0.0769
0.866,-0.5,0.0,1.0,0.25,0.13,0.2712,0.1026
0.5,-0.866,0.866,0.5,0.1667,0.72,0.322,0.6667
1.0,0.0,0.9659,-0.2588,0.3333,0.07,0.4576,0.8974
1.0,0.0,0.9659,-0.2588,0.4444,0.35,0.7458,0.2821
1.0,0.0,0.7071,-0.7071,0.5833,0.53,0.5424,0.3333
0.5,-0.866,0.9659,-0.2588,0.4722,0.59,0.7288,0.641
1.0,0.0,0.5,-0.866,0.6111,0.24,0.8644,0.3333
1.0,0.0,0.9659,0.2588,0.25,0.95,0.6271,0.641
0.866,-0.5,-0.866,0.5,0.4444,0.94,0.7119,0.5641
0.5,-0.866,0.5,-0.866,0.6667,0.31,0.0847,0.6667
1.0,0.0,-0.5,0.866,0.3056,0.61,0.9831,0.2821
0.866,-0.5,-0.2588,-0.9659,0.7222,0.09,0.5763,0.8462
0.866,-0.5,-0.7071,0.7071,0.3889,0.37,0.339,0.7179
1.0,0.0,-0.9659,-0.2588,0.6944,0.34,0.4576,0.5641
0.5,-0.866,-0.5,0.866,0.3889,0.49,0.0847,1.0
0.866,-0.5,-0.2588,0.9659,0.2222,0.64,0.9661,0.8974
0.5,-0.866,0.9659,0.2588,0.2778,0.31,0.5593,0.8462
0.5,-0.866,-1.0,-0.0,0.6389,0.81,0.6271,0.3077
0.866,-0.5,0.9659,0.2588,0.3889,1.0,0.5763,0.4103
0.5,-0.866,0.9659,-0.2588,0.3889,0.07,0.0339,0.7949
0.5,-0.866,0.0,1.0,0.2222,0.42,0.339,0.8718
1.0,0.0,-0.5,0.866,0.3611,0.15,0.9661,0.4615
0.5,-0.866,0.5,0.866,0.1667,0.41,0.678,0.3077
0.866,-0.5,0.9659,0.2588,0.2222,0.15,0.1525,0.5128
1.0,0.0,-0.5,-0.866,0.6944,0.4,0.8475,0.3333
1.0,0.0,0.5,0.866,0.1111,0.16,0.4237,0.1795
0.866,-0.5,-0.2588,-0.9659,0.7778,0.56,0.8136,0.8205
0.866,-0.5,-0.9659,-0.2588,0.6944,0.04,0.4746,0.2564
1.0,0.0,-0.9659,0.2588,0.6111,0.7,0.5254,0.2821
1.0,0.0,-0.9659,0.2588,0.6389,0.82,0.7966,0.641
0.5,-0.866,-0.5,-0.866,0.7222,0.42,0.3898,0.9487
1.0,0.0,-0.5,-0.866,0.6944,0.19,0.661,1.0
0.866,-0.5,-0.7071,-0.7071,0.8611,0.74,0.8136,0.1538
1.0,0.0,0.866,-0.5,0.4444,0.26,0.5254,0.0513
1.0,0.0,-0.5,-0.866,0.8611,0.95,0.0678,0.2051
0.5,-0.866,0.7071,-0.7071,0.5,0.38,0.6949,0.9231
0.5,-0.866,-0.9659,-0.2588,0.6389,0.2,0.3729,0.8718
0.5,-0.866,0.7071,-0.7071,0.6111,0.28,0.5593,0.7179
1.0,0.0,0.2588,-0.9659,0.6944,0.67,0.1186,0.4615
1.0,0.0,1.0,0.0,0.3611,0.09,0.6441,0.8974
1.0,0.0,-0.9659,-0.2588,0.8056,0.9,0.0678,0.5128
0.5,-0.866,-1.0,-0.0,0.6111,0.07,0.4407,0.4615
0.866,-0.5,-0.2588,0.9659,0.2222,0.77,0.8814,0.9487
0.5,-0.866,-0.866,-0.5,0.8333,0.86,0.5763,0.8974
1.0,0.0,-0.866,-0.5,0.7222,0.61,0.5763,0.4872
1.0,0.0,-0.5,-0.866,0.6944,0.16,0.5254,0.1538
0.866,-0.5,0.9659,0.2588,0.2778,0.75,0.0,0.7949
1.0,0.0,-0.5,0.866,0.3333,0.72,0.4915,0.641
0.866,-0.5,-0.7071,0.7071,0.3611,0.62,0.2203,0.1282
0.866,-0.5,1.0,0.0,0.3056,0.57,0.2712,1.0
0.866,-0.5,-0.7071,0.7071,0.4167,0.0,0.6102,0.8462
0.866,-0.5,-0.7071,-0.7071,0.8333,0.86,0.4237,0.359
1.0,0.0,-0.5,-0.866,0.8056,0.36,0.3898,0.1538
1.0,0.0,-0.7071,-0.7071,0.8056,0.67,0.5932,0.4103
0.866,-0.5,1.0,0.0,0.2222,0.83,0.7458,0.2564
0.866,-0.5,-0.2588,0.9659,0.1667,0.03,0.8475,0.6923
0.5,-0.866,-0.5,0.866,0.3611,0.11,0.4237,0.5641
0.5,-0.866,0.866,0.5,0.1111,0.52,0.4068,0.2564
1.0,0.0,-1.0,-0.0,0.6944,0.65,0.6102,0.3077
1.0,0.0,1.0,0.0,0.3333,0.39,0.322,0.6154
0.866,-0.5,-0.866,0.5,0.4722,0.73,0.2034,0.6154
0.866,-0.5,-0.5,-0.866,0.75,0.52,0.2203,0.3077
1.0,0.0,0.7071,-0.7071,0.5833,0.33,0.5085,0.0769
0.866,-0.5,-1.0,-0.0,0.5833,0.05,0.3898,0.1538
1.0,0.0,0.9659,-0.2588,0.3611,0.25,0.5254,0.5385
0.866,-0.5,0.9659,0.2588,0.3056,0.47,0.6271,0.8974
0.866,-0.5,0.5,0.866,0.1667,0.26,0.5424,0.8205
0.866,-0.5,0.2588,0.9659,0.2222,0.39,0.0847,0.5385
0.866,-0.5,-0.5,0.866,0.25,0.19,0.7458,0.5385
