luna_sin,luna_cos,ora_sin,ora_cos,temperatura,grad_seninatate,viteza_vant,presiune
1.0,0.0,-0.9659,0.2588,0.5758,0.32,0.5763,0.4103
1.0,0.0,-0.866,0.5,0.5152,0.2,0.4068,0.4872
1.0,0.0,-0.7071,0.7071,0.3333,0.8,0.4746,0.4872
1.0,0.0,-0.5,0.866,0.2424,0.21,0.2881,0.5385
1.0,0.0,-0.2588,0.9659,0.2424,0.47,0.7627,0.6923
1.0,0.0,0.0,1.0,0.2424,0.36,0.2881,1.0
1.0,0.0,0.2588,0.9659,0.2121,0.14,0.0169,0.1538
1.0,0.0,0.5,0.866,0.1818,0.34,0.8983,0.0
1.0,0.0,0.7071,0.7071,0.1515,0.91,0.5763,0.7949
1.0,0.0,0.866,0.5,0.1818,0.7,0.2542,0.3077
1.0,0.0,0.9659,0.2588,0.303,0.31,0.678,0.7436
1.0,0.0,1.0,0.0,0.3636,0.1,0.5932,0.5641
1.0,0.0,0.9659,-0.2588,0.3333,0.09,0.5424,0.4615
1.0,0.0,0.866,-0.5,0.697,0.72,0.0508,0.7949
1.0,0.0,0.7071,-0.7071,0.6364,0.77,0.5424,0.7436
1.0,0.0,0.5,-0.866,0.7576,0.76,0.2203,0.7179
1.0,0.0,0.2588,-0.9659,0.7576,0.56,0.339,0.7179
1.0,0.0,0.0,-1.0,0.7576,0.24,0.7966,0.7436
1.0,0.0,-0.2588,-0.9659,0.7879,0.01,0.322,0.3846
1.0,0.0,-0.5,-0.866,0.8182,0.63,0.9322,1.0
1.0,0.0,-0.7071,-0.7071,0.7576,0.34,0.1186,0.4615
1.0,0.0,-0.866,-0.5,0.6667,0.06,0.1017,0.4359
1.0,0.0,-0.9659,-0.2588,0.9091,0.84,0.0339,0.0
1.0,0.0,-1.0,-0.0,0.6061,0.17,0.2712,0.3333
1.0,0.0,-0.9659,0.2588,0.6364,0.66,0.5424,0.0256
1.0,0.0,-0.866,0.5,0.4545,0.41,0.7966,0.6923
1.0,0.0,-0.7071,0.7071,0.5152,0.38,0.1864,0.7436
1.0,0.0,-0.5,0.866,0.2727,0.4,0.9831,0.9487
1.0,0.0,-0.2588,0.9659,0.2121,0.74,0.8475,0.0769
1.0,0.0,0.0,1.0,0.2121,0.23,0.3559,0.0
1.0,0.0,0.2588,0.9659,0.1515,0.59,0.9153,0.1795
1.0,0.0,0.5,0.866,0.1515,0.45,0.3559,0.7179
1.0,0.0,0.7071,0.7071,0.1818,0.18,0.7627,0.9744
1.0,0.0,0.866,0.5,0.2121,0.67,0.4915,0.0513
1.0,0.0,0.9659,0.2588,0.3333,0.89,0.6271,0.7949
1.0,0.0,1.0,0.0,0.2727,0.41,0.6271,0.2308
1.0,0.0,0.9659,-0.2588,0.2727,0.31,0.7458,0.2308
1.0,0.0,0.866,-0.5,0.6364,0.38,0.8475,0.4615
1.0,0.0,0.7071,-0.7071,0.6061,0.35,0.8983,0.8462
1.0,0.0,0.5,-0.866,0.9091,1.0,0.1186,0.8205
1.0,0.0,0.2588,-0.9659,0.7576,0.96,0.4407,0.5641
1.0,0.0,0.0,-1.0,0.7576,0.35,0.4407,0.6923
1.0,0.0,-0.2588,-0.9659,0.7879,0.02,0.5593,0.7949
1.0,0.0,-0.5,-0.866,0.9091,0.72,0.339,0.1538
1.0,0.0,-0.7071,-0.7071,0.7879,0.07,0.4915,0.7179
1.0,0.0,-0.866,-0.5,0.7273,0.96,0.5424,0.1795
1.0,0.0,-0.9659,-0.2588,0.6667,0.69,0.4576,0.0
1.0,0.0,-1.0,-0.0,0.7273,0.4,0.7797,0.0513
1.0,0.0,-0.9659,0.2588,0.7273,0.67,0.5424,0.5897
1.0,0.0,-0.866,0.5,0.4848,0.12,0.0678,0.5641
1.0,0.0,-0.7071,0.7071,0.4242,0.48,1.0,0.1795
1.0,0.0,-0.5,0.866,0.2121,0.59,0.7966,0.9231
1.0,0.0,-0.2588,0.9659,0.2121,0.01,0.3051,0.0513
1.0,0.0,0.0,1.0,0.1818,0.59,0.0508,0.8205
1.0,0.0,0.2588,0.9659,0.1212,0.04,0.5763,0.6923
1.0,0.0,0.5,0.866,0.2121,0.43,0.8136,0.1795
1.0,0.0,0.7071,0.7071,0.1515,0.26,0.2712,0.8462
1.0,0.0,0.866,0.5,0.303,0.31,0.7288,0.8718
1.0,0.0,0.9659,0.2588,0.2727,0.2,0.4576,0.7949
1.0,0.0,1.0,0.0,0.3636,0.07,0.4915,0.5897
1.0,0.0,0.9659,-0.2588,0.5152,0.71,0.4746,0.3333
1.0,0.0,0.866,-0.5,0.5758,0.49,0.7627,0.7949
1.0,0.0,0.7071,-0.7071,0.5455,0.66,0.8814,0.3846
1.0,0.0,0.5,-0.866,0.7879,0.43,0.0847,0.0769
1.0,0.0,0.2588,-0.9659,0.7576,0.57,0.5763,0.9231
1.0,0.0,0.0,-1.0,0.7576,0.02,1.0,0.5128
1.0,0.0,-0.2588,-0.9659,0.7879,0.85,0.678,0.3333
1.0,0.0,-0.5,-0.866,0.8788,0.69,0.6102,0.7692
1.0,0.0,-0.7071,-0.7071,0.7576,0.01,0.3898,0.4359
1.0,0.0,-0.866,-0.5,0.8182,0.86,0.4746,0.1538
1.0,0.0,-0.9659,-0.2588,0.7273,0.43,0.8136,0.2308
1.0,0.0,-1.0,-0.0,0.6667,0.01,0.7627,0.1538
1.0,0.0,-0.9659,0.2588,0.5758,0.8,0.8814,0.8205
1.0,0.0,-0.866,0.5,0.5152,0.34,0.5085,0.5641
1.0,0.0,-0.7071,0.7071,0.303,0.97,0.5763,0.5128
1.0,0.0,-0.5,0.866,0.3939,0.86,1.0,0.4615
1.0,0.0,-0.2588,0.9659,0.2727,0.29,0.5424,0.4615
1.0,0.0,0.0,1.0,0.2727,0.07,0.8644,0.8974
1.0,0.0,0.2588,0.9659,0.2121,0.21,0.339,0.7179
1.0,0.0,0.5,0.866,0.2121,0.43,0.5254,0.4359
1.0,0.0,0.7071,0.7071,0.2121,0.57,0.3729,0.0256
1.0,0.0,0.866,0.5,0.2121,0.35,0.5424,0.0
1.0,0.0,0.9659,0.2588,0.2121,0.68,0.0339,0.1026
1.0,0.0,1.0,0.0,0.3636,0.76,0.2881,0.4872
1.0,0.0,0.9659,-0.2588,0.4848,0.92,0.4068,0.2564
1.0,0.0,0.866,-0.5,0.4242,0.3,0.6949,0.0256
1.0,0.0,0.7071,-0.7071,0.6364,0.46,0.5085,0.0513
1.0,0.0,0.5,-0.866,0.6364,0.54,0.8983,0.5641
1.0,0.0,0.2588,-0.9659,0.8182,0.79,0.9661,0.2821
1.0,0.0,0.0,-1.0,0.8182,0.61,0.0339,0.4872
1.0,0.0,-0.2588,-0.9659,0.7576,0.29,0.661,0.1026
1.0,0.0,-0.5,-0.866,0.8788,0.54,0.7627,0.9231
1.0,0.0,-0.7071,-0.7071,0.7879,0.15,0.3898,0.9487
1.0,0.0,-0.866,-0.5,0.6061,0.11,0.8305,0.7436
1.0,0.0,-0.9659,-0.2588,0.697,0.16,0.5254,0.2051
1.0,0.0,-1.0,-0.0,0.697,0.15,0.7797,0.8462
1.0,0.0,-0.9659,0.2588,0.5455,0.11,0.3559,0.8718
1.0,0.0,-0.866,0.5,0.5152,0.07,0.3729,0.5385
1.0,0.0,-0.7071,0.7071,0.3636,0.83,0.0169,0.5897
1.0,0.0,-0.5,0.866,0.303,0.02,0.4407,0.4103
1.0,0.0,-0.2588,0.9659,0.303,0.15,0.6949,0.2308
1.0,0.0,0.0,1.0,0.2424,0.29,0.0169,0.7436
1.0,0.0,0.2588,0.9659,0.2424,0.22,0.4237,0.5641
1.0,0.0,0.5,0.866,0.2121,0.91,0.2712,0.7949
1.0,0.0,0.7071,0.7071,0.2727,0.04,0.661,0.4103
1.0,0.0,0.866,0.5,0.1212,0.83,0.5424,0.4103
1.0,0.0,0.9659,0.2588,0.2727,0.64,0.1356,0.3333
1.0,0.0,1.0,0.0,0.2121,0.29,0.7119,0.2051
1.0,0.0,0.9659,-0.2588,0.303,0.2,0.8983,1.0
1.0,0.0,0.866,-0.5,0.4848,0.83,0.7966,0.0256
1.0,0.0,0.7071,-0.7071,0.6364,0.69,0.6441,0.6154
1.0,0.0,0.5,-0.866,0.6667,0.21,0.4746,0.9744
1.0,0.0,0.2588,-0.9659,0.7879,0.81,0.6949,0.2051
1.0,0.0,0.0,-1.0,0.7273,0.71,0.9153,0.5385
1.0,0.0,-0.2588,-0.9659,0.7879,0.31,0.4237,0.0769
1.0,0.0,-0.5,-0.866,0.7273,0.32,0.5763,0.641
1.0,0.0,-0.7071,-0.7071,0.7879,0.15,0.8305,0.7179
1.0,0.0,-0.866,-0.5,0.7879,0.75,0.4068,0.8462
1.0,0.0,-0.9659,-0.2588,0.7273,0.37,0.3898,0.5641
1.0,0.0,-1.0,-0.0,0.8182,0.97,0.2034,0.9231
1.0,0.0,-0.9659,0.2588,0.4848,0.13,1.0,0.2564
1.0,0.0,-0.866,0.5,0.4545,0.35,0.9661,0.1282
1.0,0.0,-0.7071,0.7071,0.5152,0.96,0.1017,0.4359
1.0,0.0,-0.5,0.866,0.2727,0.22,0.9492,0.5128
1.0,0.0,-0.2588,0.9659,0.2727,0.65,0.5932,0.8974
1.0,0.0,0.0,1.0,0.0606,0.84,0.7458,0.9487
1.0,0.0,0.2588,0.9659,0.1818,0.01,0.322,0.8462
1.0,0.0,0.5,0.866,0.2121,0.9,0.0,0.4103
1.0,0.0,0.7071,0.7071,0.1515,0.72,0.1186,0.9231
1.0,0.0,0.866,0.5,0.2121,0.64,0.7627,0.6154
1.0,0.0,0.9659,0.2588,0.3333,0.74,0.2542,0.9487
1.0,0.0,1.0,0.0,0.2121,0.66,0.2203,0.2821
1.0,0.0,0.9659,-0.2588,0.4242,0.51,0.1864,0.5641
1.0,0.0,0.866,-0.5,0.5152,0.61,0.8475,0.5385
1.0,0.0,0.7071,-0.7071,0.6061,0.22,0.3729,0.5128
1.0,0.0,0.5,-0.866,0.7273,0.25,0.2373,0.6667
1.0,0.0,0.2588,-0.9659,0.7879,0.67,0.4576,0.7692
1.0,0.0,0.0,-1.0,0.8485,0.81,0.5593,0.1282
1.0,0.0,-0.2588,-0.9659,0.9394,0.54,0.0169,0.6667
1.0,0.0,-0.5,-0.866,0.7273,0.05,0.5254,1.0
1.0,0.0,-0.7071,-0.7071,0.7879,0.34,0.3729,0.8462
1.0,0.0,-0.866,-0.5,0.7576,0.21,0.3559,0.2821
1.0,0.0,-0.9659,-0.2588,0.7273,0.42,0.8475,0.1538
1.0,0.0,-1.0,-0.0,0.6061,0.14,0.4068,0.2308
1.0,0.0,-0.9659,0.2588,0.6061,0.85,0.9661,0.4103
1.0,0.0,-0.866,0.5,0.4848,0.59,0.3559,0.641
1.0,0.0,-0.7071,0.7071,0.3333,1.0,0.9661,0.5128
1.0,0.0,-0.5,0.866,0.2424,0.11,0.9661,0.6923
1.0,0.0,-0.2588,0.9659,0.1818,0.48,0.3559,0.0256
1.0,0.0,0.0,1.0,0.1818,0.41,0.8136,0.0
1.0,0.0,0.2588,0.9659,0.0909,0.37,0.8644,0.8974
1.0,0.0,0.5,0.866,0.2121,0.81,0.6949,0.641
1.0,0.0,0.7071,0.7071,0.2121,0.44,0.0847,0.7179
1.0,0.0,0.866,0.5,0.1818,0.34,0.2373,0.5128
1.0,0.0,0.9659,0.2588,0.2121,0.29,0.8983,0.2564
1.0,0.0,1.0,0.0,0.3636,0.87,0.7119,1.0
1.0,0.0,0.9659,-0.2588,0.4242,0.29,1.0,0.2564
1.0,0.0,0.866,-0.5,0.5758,0.77,0.6102,0.8974
1.0,0.0,0.7071,-0.7071,0.4545,0.05,0.5424,0.9744
1.0,0.0,0.5,-0.866,0.8485,0.66,0.1186,1.0
1.0,0.0,0.2588,-0.9659,0.7273,0.79,0.8814,0.8718
1.0,0.0,0.0,-1.0,0.7273,0.06,1.0,0.8462
1.0,0.0,-0.2588,-0.9659,0.7879,0.51,0.7288,0.5897
1.0,0.0,-0.5,-0.866,0.8182,0.13,0.7288,0.5385
1.0,0.0,-0.7071,-0.7071,0.9697,0.72,0.0678,0.1026
1.0,0.0,-0.866,-0.5,0.7576,0.14,0.6441,0.8205
1.0,0.0,-0.9659,-0.2588,0.7879,0.2,0.0508,0.8974
1.0,0.0,-1.0,-0.0,0.697,0.34,0.0847,0.4872
1.0,0.0,-0.9659,0.2588,0.5758,0.65,0.7458,0.4615
1.0,0.0,-0.866,0.5,0.4545,0.9,0.5254,0.8718
1.0,0.0,-0.7071,0.7071,0.3333,0.01,0.8644,0.4103
1.0,0.0,-0.5,0.866,0.4545,0.34,0.4915,0.8462
1.0,0.0,-0.2588,0.9659,0.1818,0.81,0.7797,0.2051
1.0,0.0,0.0,1.0,0.2424,0.77,0.5763,0.641
1.0,0.0,0.2588,0.9659,0.1818,0.19,0.9153,0.0256
1.0,0.0,0.5,0.866,0.1818,0.81,0.661,0.2051
1.0,0.0,0.7071,0.7071,0.2121,0.09,0.8644,0.2051
1.0,0.0,0.866,0.5,0.2424,0.24,0.2542,1.0
1.0,0.0,0.9659,0.2588,0.2424,0.65,0.2034,0.4103
1.0,0.0,1.0,0.0,0.303,0.24,0.8305,0.0
1.0,0.0,0.9659,-0.2588,0.3939,0.53,1.0,0.6154
1.0,0.0,0.866,-0.5,0.5152,0.32,0.6949,1.0
1.0,0.0,0.7071,-0.7071,0.6364,0.35,0.4915,0.6154
1.0,0.0,0.5,-0.866,0.7273,0.94,0.3051,0.9744
1.0,0.0,0.2588,-0.9659,0.7879,0.13,0.2712,0.8718
1.0,0.0,0.0,-1.0,0.7576,0.64,0.9322,0.0513
1.0,0.0,-0.2588,-0.9659,0.9091,0.79,0.3051,0.9231
1.0,0.0,-0.5,-0.866,0.8788,0.53,0.4576,0.7436
1.0,0.0,-0.7071,-0.7071,0.8182,0.51,0.9661,0.9487
1.0,0.0,-0.866,-0.5,0.6667,0.02,0.9153,0.8462
1.0,0.0,-0.9659,-0.2588,0.7879,0.98,0.4237,0.2821
1.0,0.0,-1.0,-0.0,0.6364,0.4,0.6102,0.4615
1.0,0.0,-0.9659,0.2588,0.6364,0.05,0.4237,0.9231
1.0,0.0,-0.866,0.5,0.3636,0.24,0.8814,0.4103
1.0,0.0,-0.7071,0.7071,0.3333,0.12,0.3729,0.2308
1.0,0.0,-0.5,0.866,0.303,0.97,0.1356,0.2821
1.0,0.0,-0.2588,0.9659,0.2727,0.07,0.1864,0.3846
1.0,0.0,0.0,1.0,0.0909,0.2,0.8814,0.5897
1.0,0.0,0.2588,0.9659,0.1515,0.97,0.0,0.4615
1.0,0.0,0.5,0.866,0.1212,0.67,0.9661,0.1795
1.0,0.0,0.7071,0.7071,0.0606,0.24,0.9661,0.7692
1.0,0.0,0.866,0.5,0.1818,0.78,0.0,0.5128
1.0,0.0,0.9659,0.2588,0.1818,0.67,0.7797,0.4103
1.0,0.0,1.0,0.0,0.2424,0.44,0.5593,0.5641
1.0,0.0,0.9659,-0.2588,0.5152,0.59,0.5254,0.9231
1.0,0.0,0.866,-0.5,0.4848,0.11,0.8983,0.3846
1.0,0.0,0.7071,-0.7071,0.6667,0.31,0.7966,0.1282
1.0,0.0,0.5,-0.866,0.8788,0.95,0.4068,0.1795
1.0,0.0,0.2588,-0.9659,0.8485,0.91,0.661,0.6154
1.0,0.0,0.0,-1.0,0.7879,0.12,0.7458,0.4359
1.0,0.0,-0.2588,-0.9659,0.7576,0.3,0.8814,0.6154
1.0,0.0,-0.5,-0.866,0.9394,0.77,0.0,0.2821
1.0,0.0,-0.7071,-0.7071,0.9091,0.19,0.2542,0.359
1.0,0.0,-0.866,-0.5,0.7576,0.17,0.6441,0.641
1.0,0.0,-0.9659,-0.2588,0.9091,0.92,0.0678,0.641
1.0,0.0,-1.0,-0.0,0.6667,0.59,0.3559,0.7949
1.0,0.0,-0.9659,0.2588,0.5758,0.62,0.4746,0.2308
1.0,0.0,-0.866,0.5,0.4242,0.05,0.9153,0.3846
1.0,0.0,-0.7071,0.7071,0.4242,0.31,0.0339,0.1538
1.0,0.0,-0.5,0.866,0.303,0.92,0.1864,0.4103
1.0,0.0,-0.2588,0.9659,0.3939,0.42,0.4237,0.5641
1.0,0.0,0.0,1.0,0.2121,0.01,0.2542,0.641
1.0,0.0,0.2588,0.9659,0.1212,0.59,0.8475,0.5128
1.0,0.0,0.5,0.866,0.1818,0.22,0.6102,0.5385
1.0,0.0,0.7071,0.7071,0.2121,0.82,0.3559,0.1538
1.0,0.0,0.866,0.5,0.1818,0.3,0.9492,0.3333
1.0,0.0,0.9659,0.2588,0.1818,0.04,0.4746,0.359
1.0,0.0,1.0,0.0,0.3939,0.82,0.2203,0.1538
1.0,0.0,0.9659,-0.2588,0.5152,0.33,0.4576,0.2051
1.0,0.0,0.866,-0.5,0.6061,0.09,0.0678,0.1795
1.0,0.0,0.7071,-0.7071,0.6667,0.88,0.7797,0.5641
1.0,0.0,0.5,-0.866,0.6061,0.01,0.8136,0.7179
1.0,0.0,0.2588,-0.9659,0.6364,0.1,0.4915,0.4359
1.0,0.0,0.0,-1.0,0.8182,0.49,0.7627,0.7692
1.0,0.0,-0.2588,-0.9659,0.7879,0.3,0.8644,0.7436
1.0,0.0,-0.5,-0.866,0.8485,0.55,0.0678,0.9744
1.0,0.0,-0.7071,-0.7071,0.9394,0.78,0.1864,0.8718
1.0,0.0,-0.866,-0.5,0.9091,0.72,0.2542,0.4359
1.0,0.0,-0.9659,-0.2588,0.8182,0.86,0.4237,0.9744
1.0,0.0,-1.0,-0.0,0.7576,0.82,0.4237,0.4103
1.0,0.0,-0.9659,0.2588,0.4545,0.08,0.7966,0.3333
1.0,0.0,-0.866,0.5,0.5455,0.98,0.339,0.7692
1.0,0.0,-0.7071,0.7071,0.303,0.2,0.6441,0.5897
1.0,0.0,-0.5,0.866,0.2424,0.72,0.5932,0.8718
1.0,0.0,-0.2588,0.9659,0.2424,0.27,0.5424,0.8462
1.0,0.0,0.0,1.0,0.2727,0.61,0.4915,0.0513
1.0,0.0,0.2588,0.9659,0.2121,0.06,0.6102,0.9231
1.0,0.0,0.5,0.866,0.1818,0.79,0.3729,1.0
1.0,0.0,0.7071,0.7071,0.2121,0.15,0.9661,0.641
1.0,0.0,0.866,0.5,0.1515,0.96,0.1525,0.5641
1.0,0.0,0.9659,0.2588,0.1818,0.03,0.8983,0.9744
1.0,0.0,1.0,0.0,0.303,0.03,0.0678,0.359
1.0,0.0,0.9659,-0.2588,0.5152,0.39,0.5932,0.0769
1.0,0.0,0.866,-0.5,0.5152,0.16,0.5593,0.7179
1.0,0.0,0.7071,-0.7071,0.6667,1.0,0.8644,0.5385
1.0,0.0,0.5,-0.866,0.697,0.51,0.5085,0.6154
1.0,0.0,0.2588,-0.9659,0.9394,0.92,0.1525,0.3077
1.0,0.0,0.0,-1.0,0.7576,0.51,0.9661,0.4359
1.0,0.0,-0.2588,-0.9659,0.7273,0.35,0.3051,0.8205
1.0,0.0,-0.5,-0.866,0.8485,0.37,0.9661,0.3846
1.0,0.0,-0.7071,-0.7071,0.8182,0.49,0.5254,0.0256
1.0,0.0,-0.866,-0.5,0.9091,0.62,0.0,0.8718
1.0,0.0,-0.9659,-0.2588,0.7879,1.0,0.9322,0.8462
1.0,0.0,-1.0,-0.0,0.697,0.62,0.0678,0.7436
1.0,0.0,-0.9659,0.2588,0.6364,0.61,0.7458,0.3077
1.0,0.0,-0.866,0.5,0.4848,0.98,0.0508,0.3077
1.0,0.0,-0.7071,0.7071,0.4242,0.06,0.2542,0.4359
1.0,0.0,-0.5,0.866,0.4242,0.26,0.3898,0.7949
1.0,0.0,-0.2588,0.9659,0.2121,0.91,0.2542,0.7949
1.0,0.0,0.0,1.0,0.2121,0.85,0.9153,0.8718
1.0,0.0,0.2588,0.9659,0.1818,0.13,0.0169,0.9744
1.0,0.0,0.5,0.866,0.0,0.7,0.8136,0.7179
1.0,0.0,0.7071,0.7071,0.1818,1.0,0.4576,0.7179
1.0,0.0,0.866,0.5,0.2121,0.85,0.5254,0.3846
1.0,0.0,0.9659,0.2588,0.2727,0.04,0.4407,0.2308
1.0,0.0,1.0,0.0,0.303,0.54,0.322,0.7436
1.0,0.0,0.9659,-0.2588,0.303,0.01,0.3898,0.6154
1.0,0.0,0.866,-0.5,0.5152,0.61,0.1864,0.9744
1.0,0.0,0.7071,-0.7071,0.7273,0.9,0.8305,0.4872
1.0,0.0,0.5,-0.866,0.5758,0.2,0.5763,0.1026
1.0,0.0,0.2588,-0.9659,0.8485,0.78,1.0,0.0
1.0,0.0,0.0,-1.0,0.8182,0.2,0.5424,0.7436
1.0,0.0,-0.2588,-0.9659,0.7273,0.09,0.5424,0.0513
1.0,0.0,-0.5,-0.866,0.8182,0.86,0.8475,0.3333
1.0,0.0,-0.7071,-0.7071,0.8788,0.57,0.7119,0.7436
1.0,0.0,-0.866,-0.5,0.7576,0.38,0.6102,0.0769
1.0,0.0,-0.9659,-0.2588,0.6061,0.04,0.1864,0.4359
1.0,0.0,-1.0,-0.0,0.7879,0.64,0.0339,0.9231
1.0,0.0,-0.9659,0.2588,0.6364,0.12,0.0,0.6154
1.0,0.0,-0.866,0.5,0.5152,0.84,0.5424,0.0
1.0,0.0,-0.7071,0.7071,0.3939,0.89,0.661,0.359
1.0,0.0,-0.5,0.866,0.303,0.84,0.1525,0.2051
1.0,0.0,-0.2588,0.9659,0.303,0.52,0.7119,0.359
1.0,0.0,0.0,1.0,0.2424,0.81,0.7288,0.5897
1.0,0.0,0.2588,0.9659,0.2121,1.0,0.4746,0.0769
1.0,0.0,0.5,0.866,0.2121,0.44,0.2034,0.2821
1.0,0.0,0.7071,0.7071,0.1515,0.31,0.1864,0.9231
1.0,0.0,0.866,0.5,0.1818,0.35,0.5085,0.9231
1.0,0.0,0.9659,0.2588,0.2727,0.8,0.7627,0.1282
1.0,0.0,1.0,0.0,0.303,0.98,0.0169,0.9744
1.0,0.0,0.9659,-0.2588,0.3333,0.59,0.8475,0.5897
1.0,0.0,0.866,-0.5,0.6667,0.1,0.8305,0.2564
1.0,0.0,0.7071,-0.7071,0.5455,0.62,0.5763,0.3077
1.0,0.0,0.5,-0.866,0.7879,0.2,0.3729,0.8462
1.0,0.0,0.2588,-0.9659,0.7576,0.51,0.2712,0.6154
1.0,0.0,0.0,-1.0,0.7879,0.54,0.4237,0.1538
1.0,0.0,-0.2588,-0.9659,0.7879,0.25,0.1186,0.0769
1.0,0.0,-0.5,-0.866,0.9091,0.67,0.4746,0.1795
1.0,0.0,-0.7071,-0.7071,0.7273,0.33,0.4237,0.4872
1.0,0.0,-0.866,-0.5,0.7273,0.51,0.1525,0.7179
1.0,0.0,-0.9659,-0.2588,0.9091,0.81,0.4237,0.2308
1.0,0.0,-1.0,-0.0,0.697,0.98,0.5593,0.8462
1.0,0.0,-0.9659,0.2588,0.697,0.92,0.8475,0.641
1.0,0.0,-0.866,0.5,0.3636,0.51,0.678,0.0513
1.0,0.0,-0.7071,0.7071,0.4545,0.28,0.1017,0.1282
1.0,0.0,-0.5,0.866,0.4545,0.37,0.0508,0.1026
1.0,0.0,-0.2588,0.9659,0.2121,0.41,0.9661,0.1026
1.0,0.0,0.0,1.0,0.0606,0.2,0.8814,0.5641
1.0,0.0,0.2588,0.9659,0.2424,0.41,0.8305,0.2051
1.0,0.0,0.5,0.866,0.2121,0.12,0.7458,0.8718
1.0,0.0,0.7071,0.7071,0.1818,0.63,0.1695,0.4872
1.0,0.0,0.866,0.5,0.2121,0.16,0.4746,0.8718
1.0,0.0,0.9659,0.2588,0.1515,0.08,0.9322,0.4359
1.0,0.0,1.0,0.0,0.3939,0.4,0.5932,0.4103
1.0,0.0,0.9659,-0.2588,0.3636,0.0,0.4068,0.5897
1.0,0.0,0.866,-0.5,0.3939,0.01,0.339,0.0513
1.0,0.0,0.7071,-0.7071,0.6061,0.59,0.9492,0.7949
1.0,0.0,0.5,-0.866,0.6061,0.47,0.5932,0.8718
1.0,0.0,0.2588,-0.9659,0.6667,0.28,0.1525,0.9487
1.0,0.0,0.0,-1.0,0.8182,0.96,0.6102,0.3077
1.0,0.0,-0.2588,-0.9659,0.7879,0.09,0.1356,0.6154
1.0,0.0,-0.5,-0.866,0.7576,0.57,0.3898,0.2051
1.0,0.0,-0.7071,-0.7071,0.9091,0.59,0.5763,0.0769
1.0,0.0,-0.866,-0.5,0.7576,0.2,0.8136,0.3333
1.0,0.0,-0.9659,-0.2588,0.6667,0.27,0.5763,0.9231
1.0,0.0,-1.0,-0.0,0.6364,0.74,0.7966,0.8462
1.0,0.0,-0.9659,0.2588,0.5758,0.33,0.5932,0.2564
1.0,0.0,-0.866,0.5,0.5152,0.07,0.2881,0.0513
1.0,0.0,-0.7071,0.7071,0.3939,0.58,0.8136,0.6923
1.0,0.0,-0.5,0.866,0.3636,0.85,0.6441,0.7179
1.0,0.0,-0.2588,0.9659,0.2121,0.71,0.5254,0.2051
1.0,0.0,0.0,1.0,0.0606,0.48,0.3898,0.0513
1.0,0.0,0.2588,0.9659,0.2424,0.78,0.3729,0.6154
1.0,0.0,0.5,0.866,0.1818,0.16,0.5254,0.8462
1.0,0.0,0.7071,0.7071,0.2121,0.59,0.6102,0.2821
1.0,0.0,0.866,0.5,0.3333,0.86,0.1864,0.2051
1.0,0.0,0.9659,0.2588,0.3636,0.87,0.8136,0.359
1.0,0.0,1.0,0.0,0.2424,0.44,0.9153,1.0
1.0,0.0,0.9659,-0.2588,0.5455,0.82,0.2034,0.6154
1.0,0.0,0.866,-0.5,0.6667,0.68,0.3729,0.1026
1.0,0.0,0.7071,-0.7071,0.5455,0.31,0.4068,0.2564
1.0,0.0,0.5,-0.866,0.6364,0.43,0.5763,0.8462
1.0,0.0,0.2588,-0.9659,0.7273,0.64,0.678,0.5897
1.0,0.0,0.0,-1.0,0.8485,0.86,0.4915,0.359
1.0,0.0,-0.2588,-0.9659,0.9091,1.0,0.2712,0.9487
1.0,0.0,-0.5,-0.866,0.697,0.07,0.8136,0.1795
1.0,0.0,-0.7071,-0.7071,0.8182,0.76,0.322,0.1026
1.0,0.0,-0.866,-0.5,0.8485,0.71,0.7966,0.641
1.0,0.0,-0.9659,-0.2588,0.8788,0.86,0.4068,0.4359
1.0,0.0,-1.0,-0.0,0.7879,0.42,0.3559,0.1282
1.0,0.0,-0.9659,0.2588,0.5455,0.0,0.2034,0.9231
1.0,0.0,-0.866,0.5,0.4545,0.5,0.9831,0.3077
1.0,0.0,-0.7071,0.7071,0.3939,0.23,0.3051,0.6923
1.0,0.0,-0.5,0.866,0.2424,0.98,0.8136,0.1026
1.0,0.0,-0.2588,0.9659,0.2727,0.23,0.5932,0.3077
0.866,-0.5,0.0,1.0,0.2121,0.16,0.1864,0.4103
0.866,-0.5,0.2588,0.9659,0.1515,0.04,0.678,1.0
0.866,-0.5,0.5,0.866,0.1212,0.19,0.3051,0.7949
0.866,-0.5,0.7071,0.7071,0.1818,0.2,0.1864,0.7179
0.866,-0.5,0.866,0.5,0.2424,0.57,0.1356,0.0513
0.866,-0.5,0.9659,0.2588,0.3636,0.3,0.1017,1.0
0.866,-0.5,1.0,0.0,0.2727,0.99,0.4576,0.8462
0.866,-0.5,0.9659,-0.2588,0.3636,0.1,0.2203,1.0
0.866,-0.5,0.866,-0.5,0.6364,0.51,0.5085,0.6667
0.866,-0.5,0.7071,-0.7071,0.4848,0.14,0.8644,0.3077
0.866,-0.5,0.5,-0.866,0.6364,0.82,0.3051,0.8205
0.866,-0.5,0.2588,-0.9659,0.6364,0.06,0.9661,0.1282
0.866,-0.5,0.0,-1.0,0.7273,0.27,0.7797,0.5897
0.866,-0.5,-0.2588,-0.9659,1.0,0.5,0.2542,0.4615
